index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops,Additional_info,Price
14438,IndiGo,2020-04-03,Hyderabad,Raipur,HYD-COC-BAN-RAI,20:06,19:29,3h 0min,2 stops,In-flight meal not included,8908
14439,GoAir,2022-05-26,Delhi,Nagpur,DEL-VAR-NAG,09:48,20:34,2h 15min,1 stop,In-flight meal not included,13031
14440,AirAsia India,2021-06-24,Mumbai,Jaipur,MUM-HYD-JAI,11:35,05:01,2h 30min,1 stop,No info,8862
14441,IndiGo,2021-06-24,Guwahati,Goa,GUW-VAR-GOA,05:30,02:25,1h 0min,1 stop,In-flight meal not included,11833
14442,AirAsia India,2023-10-17,Delhi,Cochin,DEL-IND-PUN-AHM-COC,00:01,19:38,10h 30min,3 stops,WiFi available,6909
14443,Star Air,2020-07-03,Cochin,Varanasi,COC-VAR,12:00,23:28,6h 45min,non-stop,Limited seats,8555
14444,TruJet,2020-03-17,Patna,Raipur,PAT-JAI-RAI,06:14,12:46,9h 45min,1 stop,Extra baggage allowed,7982
14445,GoAir,2022-08-25,Jaipur,Goa,JAI-LUC-PAT-NAG-GOA,17:25,11:24,10h 15min,3 stops,Red-eye flight,6080
14446,Alliance Air,2023-04-22,Raipur,Bhubaneswar,RAI-KOL-AHM-BHU,00:10,12:10,10h 0min,2 stops,Extra baggage allowed,7174
14447,Air India,2019-08-26,Patna,Chennai,PAT-CHE,04:00,16:14,9h 45min,non-stop,No info,8978
14448,Vistara,2025-06-23,Patna,Guwahati,PAT-BAN-GUW,21:01,18:49,9h 45min,1 stop,WiFi available,10474
14449,Star Air,2019-11-15,Surat,Ahmedabad,SUR-PUN-AHM,00:16,11:53,7h 45min,1 stop,Business class available,9928
14450,Star Air,2019-02-12,Pune,Lucknow,PUN-LUC,03:00,01:25,11h 45min,non-stop,Red-eye flight,4592
14451,Akasa Air,2023-04-14,Patna,Jaipur,PAT-CHE-JAI,18:08,16:35,8h 15min,1 stop,Business class available,9172
14452,Akasa Air,2023-01-17,Hyderabad,Mumbai,HYD-LUC-BHU-COC-MUM,21:45,08:30,1h 15min,3 stops,New aircraft,15216
14453,Akasa Air,2019-03-13,Delhi,Pune,DEL-NAG-PUN,08:57,04:52,11h 45min,1 stop,No info,12822
14454,IndiGo,2024-12-20,Bhubaneswar,Guwahati,BHU-CHE-GOA-AHM-GUW,20:49,11:02,6h 45min,3 stops,Extra baggage allowed,9927
14455,Akasa Air,2020-03-07,Kolkata,Pune,KOL-SUR-RAI-PUN,17:56,04:03,5h 15min,2 stops,Red-eye flight,6318
14456,Air India,2019-02-26,Hyderabad,Indore,HYD-IND,20:23,21:49,5h 45min,non-stop,New aircraft,11510
14457,Air India,2023-03-08,Kolkata,Delhi,KOL-CHE-PAT-JAI-DEL,06:30,09:14,13h 15min,3 stops,Business class available,13509
14458,Alliance Air,2019-05-11,Jaipur,Surat,JAI-KOL-MUM-SUR,12:08,13:06,9h 45min,2 stops,No info,13083
14459,SpiceJet,2020-11-15,Goa,Jaipur,GOA-RAI-HYD-JAI,01:49,01:31,12h 45min,2 stops,Extra baggage allowed,5373
14460,SpiceJet,2025-03-17,Raipur,Goa,RAI-LUC-CHE-GOA,17:30,19:50,8h 0min,2 stops,Limited seats,13764
14461,Vistara,2024-05-06,Guwahati,Ahmedabad,GUW-MUM-JAI-PUN-AHM,20:20,13:56,1h 15min,3 stops,New aircraft,12642
14462,AirAsia India,2025-02-23,Hyderabad,Cochin,HYD-AHM-LUC-COC,23:25,19:43,1h 0min,2 stops,WiFi available,13328
14463,TruJet,2023-01-26,Varanasi,Delhi,VAR-DEL,00:47,05:06,10h 45min,non-stop,1 Long layover,3459
14464,SpiceJet,2022-06-10,Indore,Guwahati,IND-JAI-RAI-CHE-GUW,17:38,10:50,2h 15min,3 stops,WiFi available,12146
14465,TruJet,2023-02-09,Surat,Mumbai,SUR-MUM,12:24,15:59,13h 30min,non-stop,Limited seats,5298
14466,Alliance Air,2022-08-13,Jaipur,Goa,JAI-RAI-NAG-GOA,00:37,16:43,10h 0min,2 stops,Business class available,12176
14467,TruJet,2024-06-28,Bangalore,Pune,BAN-IND-PAT-PUN,03:03,04:15,15h 30min,2 stops,No info,12752
14468,SpiceJet,2021-06-01,Mumbai,Surat,MUM-IND-PUN-SUR,04:03,17:20,5h 15min,2 stops,Red-eye flight,5895
14469,SpiceJet,2020-02-01,Pune,Jaipur,PUN-GOA-HYD-JAI,09:50,04:21,2h 0min,2 stops,No info,10533
14470,TruJet,2019-11-13,Bhubaneswar,Ahmedabad,BHU-CHE-NAG-AHM,08:01,23:09,6h 30min,2 stops,1 Long layover,8253
14471,IndiGo,2024-09-27,Surat,Delhi,SUR-PAT-DEL,00:20,04:46,9h 15min,1 stop,Limited seats,6484
14472,SpiceJet,2021-09-27,Guwahati,Bangalore,GUW-SUR-NAG-VAR-BAN,04:04,06:00,2h 15min,3 stops,Red-eye flight,11899
14473,Vistara,2023-05-24,Mumbai,Patna,MUM-PAT,21:55,00:25,13h 45min,non-stop,Extra baggage allowed,6948
14474,Air India,2023-05-18,Patna,Hyderabad,PAT-IND-AHM-COC-HYD,16:26,14:53,12h 45min,3 stops,Extra baggage allowed,16529
14475,Star Air,2025-06-19,Mumbai,Guwahati,MUM-PAT-GUW,17:05,17:07,15h 30min,1 stop,1 Long layover,10718
14476,TruJet,2022-04-02,Nagpur,Lucknow,NAG-LUC,13:04,08:57,12h 0min,non-stop,No info,3789
14477,Air India,2024-05-04,Kolkata,Delhi,KOL-IND-JAI-SUR-DEL,09:49,06:51,7h 0min,3 stops,Limited seats,9990
14478,AirAsia India,2021-02-22,Nagpur,Bhubaneswar,NAG-AHM-MUM-BHU,17:45,15:55,13h 30min,2 stops,No info,14155
14479,TruJet,2022-07-24,Guwahati,Kolkata,GUW-AHM-CHE-GOA-KOL,23:19,16:59,13h 15min,3 stops,WiFi available,7566
14480,Akasa Air,2021-01-10,Nagpur,Patna,NAG-JAI-BAN-BHU-PAT,15:11,00:56,9h 15min,3 stops,WiFi available,14988
14481,Akasa Air,2023-12-02,Ahmedabad,Goa,AHM-KOL-GOA,09:21,16:55,5h 0min,1 stop,Extra baggage allowed,9453
14482,IndiGo,2022-01-02,Raipur,Cochin,RAI-JAI-COC,00:05,01:54,9h 45min,1 stop,1 Long layover,4130
14483,GoAir,2021-03-21,Indore,Pune,IND-PAT-COC-MUM-PUN,01:48,01:55,3h 0min,3 stops,Extra baggage allowed,9379
14484,TruJet,2021-10-09,Mumbai,Indore,MUM-LUC-JAI-IND,13:28,09:33,13h 0min,2 stops,Extra baggage allowed,12319
14485,AirAsia India,2019-05-02,Surat,Raipur,SUR-BAN-RAI,02:38,14:41,15h 15min,1 stop,1 Long layover,9519
14486,Air India,2023-07-06,Lucknow,Ahmedabad,LUC-COC-NAG-SUR-AHM,05:13,15:37,8h 0min,3 stops,Business class available,11277
14487,Alliance Air,2024-10-24,Chennai,Ahmedabad,CHE-VAR-GOA-BHU-AHM,04:16,09:39,6h 15min,3 stops,Extra baggage allowed,13275
14488,Vistara,2023-10-07,Jaipur,Ahmedabad,JAI-BHU-AHM,09:01,07:17,13h 15min,1 stop,WiFi available,12801
14489,Vistara,2019-12-02,Pune,Bhubaneswar,PUN-DEL-AHM-KOL-BHU,15:46,21:14,10h 30min,3 stops,1 Long layover,9396
14490,TruJet,2022-10-24,Surat,Delhi,SUR-COC-VAR-DEL,06:40,12:07,14h 15min,2 stops,Business class available,11976
14491,TruJet,2020-01-04,Mumbai,Kolkata,MUM-COC-IND-PUN-KOL,01:51,10:16,13h 15min,3 stops,WiFi available,8529
14492,Vistara,2023-01-16,Indore,Goa,IND-GOA,02:07,09:27,13h 45min,non-stop,Business class available,6267
14493,TruJet,2024-03-27,Raipur,Indore,RAI-COC-LUC-IND,17:48,06:11,10h 45min,2 stops,Red-eye flight,14533
14494,IndiGo,2021-12-16,Kolkata,Bangalore,KOL-CHE-HYD-BAN,08:54,00:29,13h 15min,2 stops,In-flight meal not included,11585
14495,Air India,2025-06-24,Jaipur,Bangalore,JAI-CHE-VAR-GUW-BAN,12:29,05:53,7h 0min,3 stops,WiFi available,15939
14496,AirAsia India,2024-01-07,Patna,Hyderabad,PAT-HYD,19:21,05:48,8h 30min,non-stop,New aircraft,11764
14497,Vistara,2019-03-28,Jaipur,Mumbai,JAI-NAG-IND-MUM,05:08,12:44,13h 30min,2 stops,1 Long layover,13036
14498,SpiceJet,2022-06-19,Indore,Nagpur,IND-LUC-BAN-COC-NAG,08:18,06:30,14h 15min,3 stops,Limited seats,11573
14499,Star Air,2023-07-07,Lucknow,Pune,LUC-PUN,12:04,07:53,6h 45min,non-stop,1 Long layover,2509
14500,Alliance Air,2021-02-28,Hyderabad,Delhi,HYD-BHU-MUM-VAR-DEL,06:59,15:35,15h 15min,3 stops,Business class available,12045
14501,GoAir,2019-11-10,Patna,Chennai,PAT-GUW-SUR-COC-CHE,10:08,01:14,15h 15min,3 stops,In-flight meal not included,10852
14502,Akasa Air,2022-09-26,Delhi,Pune,DEL-AHM-GOA-LUC-PUN,21:51,10:32,11h 15min,3 stops,Business class available,5832
14503,Air India,2023-05-22,Lucknow,Chennai,LUC-CHE,20:38,03:46,15h 45min,non-stop,Red-eye flight,3144
14504,IndiGo,2025-03-11,Raipur,Ahmedabad,RAI-COC-AHM,16:06,06:42,8h 15min,1 stop,Limited seats,8246
14505,Akasa Air,2021-01-01,Raipur,Chennai,RAI-VAR-GOA-MUM-CHE,22:34,09:41,6h 0min,3 stops,Extra baggage allowed,13376
14506,SpiceJet,2021-08-26,Bangalore,Nagpur,BAN-IND-NAG,01:00,18:40,3h 0min,1 stop,Red-eye flight,4251
14507,AirAsia India,2020-04-10,Goa,Raipur,GOA-RAI,20:37,20:21,4h 0min,non-stop,New aircraft,9257
14508,Alliance Air,2023-04-27,Lucknow,Pune,LUC-PUN,18:34,14:19,7h 0min,non-stop,Red-eye flight,10815
14509,Air India,2020-12-09,Jaipur,Bhubaneswar,JAI-HYD-GOA-BHU,01:21,11:10,7h 30min,2 stops,WiFi available,15220
14510,Star Air,2023-09-07,Cochin,Lucknow,COC-LUC,11:33,22:49,14h 15min,non-stop,Red-eye flight,3779
14511,IndiGo,2025-01-18,Patna,Raipur,PAT-MUM-RAI,14:40,18:12,1h 45min,1 stop,Limited seats,9198
14512,Star Air,2021-02-08,Bangalore,Guwahati,BAN-GOA-DEL-GUW,10:31,03:22,9h 30min,2 stops,Limited seats,11398
14513,Air India,2023-02-27,Patna,Indore,PAT-IND,11:02,01:26,5h 15min,non-stop,In-flight meal not included,7587
14514,Vistara,2021-11-18,Mumbai,Delhi,MUM-DEL,20:08,08:03,15h 15min,non-stop,No info,2545
14515,Star Air,2025-09-28,Delhi,Bangalore,DEL-BHU-BAN,11:30,15:16,4h 15min,1 stop,1 Long layover,5317
14516,Air India,2024-02-16,Nagpur,Bangalore,NAG-BAN,21:01,21:18,10h 45min,non-stop,New aircraft,11884
14517,Star Air,2025-07-16,Bhubaneswar,Lucknow,BHU-MUM-GUW-PUN-LUC,23:55,03:12,5h 0min,3 stops,1 Long layover,9533
14518,SpiceJet,2020-03-26,Bangalore,Jaipur,BAN-NAG-RAI-JAI,22:29,00:29,9h 30min,2 stops,Business class available,14287
14519,Alliance Air,2021-03-07,Kolkata,Surat,KOL-BAN-MUM-PAT-SUR,15:58,06:39,5h 45min,3 stops,Business class available,11946
14520,SpiceJet,2020-02-06,Cochin,Bhubaneswar,COC-PAT-HYD-GOA-BHU,19:17,09:05,14h 45min,3 stops,In-flight meal not included,14923
14521,Star Air,2023-05-19,Cochin,Goa,COC-VAR-BAN-GOA,21:46,01:19,14h 45min,2 stops,No info,14240
14522,Alliance Air,2019-01-18,Indore,Bhubaneswar,IND-RAI-COC-MUM-BHU,09:08,14:10,14h 15min,3 stops,Business class available,14747
14523,Vistara,2021-07-08,Indore,Chennai,IND-CHE,11:12,17:08,13h 0min,non-stop,No info,10832
14524,Star Air,2024-04-25,Jaipur,Nagpur,JAI-HYD-BHU-NAG,02:05,11:57,11h 15min,2 stops,Extra baggage allowed,11581
14525,Vistara,2025-10-13,Bangalore,Cochin,BAN-COC,19:49,15:50,3h 45min,non-stop,No info,10858
14526,TruJet,2019-12-16,Hyderabad,Raipur,HYD-GOA-BAN-RAI,05:05,11:31,6h 45min,2 stops,New aircraft,12098
14527,Alliance Air,2019-04-24,Hyderabad,Nagpur,HYD-IND-SUR-DEL-NAG,11:38,08:46,11h 45min,3 stops,In-flight meal not included,13664
14528,Star Air,2022-01-21,Guwahati,Mumbai,GUW-RAI-MUM,07:41,04:05,5h 15min,1 stop,Limited seats,8677
14529,TruJet,2020-06-06,Goa,Patna,GOA-DEL-LUC-VAR-PAT,13:28,00:58,1h 30min,3 stops,In-flight meal not included,16402
14530,SpiceJet,2021-04-15,Indore,Raipur,IND-KOL-RAI,16:41,00:53,13h 30min,1 stop,Limited seats,6912
14531,AirAsia India,2021-07-08,Lucknow,Jaipur,LUC-JAI,12:04,03:38,5h 0min,non-stop,In-flight meal not included,6886
14532,Alliance Air,2020-10-16,Pune,Lucknow,PUN-LUC,00:39,07:33,11h 45min,non-stop,New aircraft,6720
14533,GoAir,2021-11-07,Varanasi,Hyderabad,VAR-SUR-NAG-HYD,14:32,03:54,7h 15min,2 stops,Red-eye flight,14843
14534,GoAir,2025-01-13,Indore,Cochin,IND-SUR-COC,06:04,22:32,8h 15min,1 stop,WiFi available,9256
14535,GoAir,2023-04-09,Guwahati,Raipur,GUW-KOL-RAI,22:33,03:06,9h 15min,1 stop,Business class available,5242
14536,AirAsia India,2023-12-22,Hyderabad,Mumbai,HYD-DEL-JAI-MUM,12:39,04:50,7h 0min,2 stops,Business class available,10887
14537,Vistara,2023-05-23,Hyderabad,Indore,HYD-IND,23:38,11:22,5h 0min,non-stop,1 Long layover,2573
14538,Alliance Air,2022-08-23,Nagpur,Patna,NAG-LUC-PAT,13:36,08:38,6h 45min,1 stop,New aircraft,5719
14539,Air India,2023-12-19,Mumbai,Lucknow,MUM-PUN-LUC,00:47,11:20,4h 30min,1 stop,WiFi available,9064
14540,AirAsia India,2022-09-11,Patna,Ahmedabad,PAT-RAI-BHU-MUM-AHM,15:43,12:20,12h 0min,3 stops,1 Long layover,11699
14541,TruJet,2025-10-24,Mumbai,Bhubaneswar,MUM-SUR-BHU,01:38,01:56,13h 15min,1 stop,Business class available,5150
14542,IndiGo,2023-01-01,Jaipur,Mumbai,JAI-GOA-MUM,23:45,09:55,2h 0min,1 stop,Extra baggage allowed,10123
14543,Vistara,2024-06-11,Guwahati,Bhubaneswar,GUW-BHU,23:06,03:00,15h 30min,non-stop,Limited seats,5772
14544,Star Air,2024-07-05,Kolkata,Chennai,KOL-PUN-DEL-JAI-CHE,04:26,19:29,12h 45min,3 stops,1 Long layover,11729
14545,GoAir,2022-08-20,Varanasi,Kolkata,VAR-IND-RAI-KOL,03:30,01:10,9h 0min,2 stops,New aircraft,8603
14546,Alliance Air,2024-08-08,Ahmedabad,Bangalore,AHM-BAN,15:26,16:54,12h 30min,non-stop,No info,6876
14547,GoAir,2019-10-24,Patna,Nagpur,PAT-GUW-MUM-NAG,06:24,21:54,12h 30min,2 stops,No info,6959
14548,Star Air,2025-11-01,Delhi,Kolkata,DEL-KOL,07:09,02:28,12h 0min,non-stop,New aircraft,8042
14549,Air India,2025-02-11,Lucknow,Nagpur,LUC-CHE-COC-NAG,17:32,19:48,3h 15min,2 stops,Extra baggage allowed,14262
14550,Air India,2025-07-04,Pune,Cochin,PUN-KOL-GOA-COC,06:25,06:44,11h 15min,2 stops,No info,13914
14551,TruJet,2025-02-25,Jaipur,Cochin,JAI-HYD-VAR-IND-COC,20:41,12:20,11h 0min,3 stops,Business class available,13867
14552,Air India,2024-07-19,Bhubaneswar,Patna,BHU-PUN-PAT,10:25,14:00,8h 0min,1 stop,Limited seats,9027
14553,SpiceJet,2022-07-02,Ahmedabad,Indore,AHM-HYD-KOL-PUN-IND,06:40,01:48,12h 15min,3 stops,Business class available,9807
14554,AirAsia India,2024-01-01,Lucknow,Ahmedabad,LUC-AHM,11:47,05:13,4h 30min,non-stop,1 Long layover,4457
14555,AirAsia India,2019-01-27,Patna,Surat,PAT-CHE-MUM-HYD-SUR,17:31,20:09,3h 45min,3 stops,WiFi available,14619
14556,Akasa Air,2020-07-19,Varanasi,Cochin,VAR-JAI-PUN-COC,01:19,12:12,6h 15min,2 stops,In-flight meal not included,15275
14557,SpiceJet,2021-06-11,Patna,Chennai,PAT-LUC-KOL-CHE,23:20,16:38,13h 0min,2 stops,In-flight meal not included,13758
14558,SpiceJet,2022-05-02,Bhubaneswar,Nagpur,BHU-PAT-IND-LUC-NAG,06:01,23:25,6h 45min,3 stops,Limited seats,11047
14559,SpiceJet,2024-12-27,Delhi,Pune,DEL-LUC-PAT-VAR-PUN,01:29,16:31,5h 0min,3 stops,In-flight meal not included,10710
14560,Star Air,2020-07-15,Jaipur,Bhubaneswar,JAI-GOA-BAN-LUC-BHU,07:12,03:29,4h 45min,3 stops,Red-eye flight,16354
14561,GoAir,2024-07-01,Indore,Bangalore,IND-VAR-BAN,16:52,18:56,8h 30min,1 stop,Limited seats,7568
14562,SpiceJet,2024-06-08,Cochin,Pune,COC-GUW-NAG-PUN,15:57,04:41,15h 0min,2 stops,1 Long layover,11215
14563,Alliance Air,2021-05-09,Jaipur,Raipur,JAI-HYD-PAT-RAI,08:27,06:17,9h 15min,2 stops,In-flight meal not included,14059
14564,Alliance Air,2020-12-10,Ahmedabad,Bhubaneswar,AHM-GOA-PAT-JAI-BHU,04:49,13:19,5h 0min,3 stops,Extra baggage allowed,13627
14565,Star Air,2025-07-16,Surat,Delhi,SUR-IND-DEL,18:15,05:18,11h 0min,1 stop,Extra baggage allowed,10249
14566,Alliance Air,2020-06-07,Bhubaneswar,Indore,BHU-IND,11:58,03:39,1h 45min,non-stop,1 Long layover,6637
14567,Star Air,2024-12-05,Cochin,Bangalore,COC-BAN,03:41,23:12,6h 0min,non-stop,No info,7922
14568,AirAsia India,2025-09-22,Guwahati,Hyderabad,GUW-AHM-DEL-HYD,13:25,20:14,9h 45min,2 stops,Business class available,8296
14569,Air India,2025-11-02,Lucknow,Mumbai,LUC-IND-MUM,09:16,16:33,4h 15min,1 stop,WiFi available,9088
14570,Alliance Air,2022-12-09,Bangalore,Kolkata,BAN-PAT-GOA-RAI-KOL,18:11,02:35,1h 30min,3 stops,Extra baggage allowed,15900
14571,Akasa Air,2025-03-20,Pune,Kolkata,PUN-RAI-HYD-VAR-KOL,16:57,19:37,4h 15min,3 stops,Red-eye flight,13872
14572,Star Air,2022-02-02,Bhubaneswar,Lucknow,BHU-LUC,10:52,10:53,14h 45min,non-stop,Red-eye flight,10145
14573,AirAsia India,2023-02-14,Nagpur,Patna,NAG-HYD-PAT,04:59,21:06,4h 30min,1 stop,1 Long layover,12722
14574,TruJet,2021-04-22,Patna,Raipur,PAT-GUW-BHU-SUR-RAI,21:05,01:55,6h 45min,3 stops,1 Long layover,14554
14575,Star Air,2025-07-04,Ahmedabad,Mumbai,AHM-MUM,03:51,04:53,13h 15min,non-stop,Red-eye flight,8489
14576,SpiceJet,2024-07-16,Indore,Patna,IND-PUN-MUM-PAT,06:35,04:07,14h 45min,2 stops,1 Long layover,6342
14577,Star Air,2020-07-01,Varanasi,Lucknow,VAR-LUC,21:35,06:15,9h 0min,non-stop,1 Long layover,3629
14578,GoAir,2024-09-06,Varanasi,Mumbai,VAR-LUC-IND-COC-MUM,18:28,12:11,3h 45min,3 stops,WiFi available,7385
14579,GoAir,2019-12-26,Jaipur,Mumbai,JAI-CHE-IND-SUR-MUM,02:06,01:48,6h 0min,3 stops,Red-eye flight,8560
14580,Akasa Air,2023-11-14,Hyderabad,Raipur,HYD-GUW-AHM-RAI,09:17,17:47,3h 0min,2 stops,Extra baggage allowed,11303
14581,Star Air,2019-05-11,Mumbai,Indore,MUM-IND,03:43,00:33,15h 15min,non-stop,Extra baggage allowed,7480
14582,AirAsia India,2022-07-04,Indore,Patna,IND-PAT,01:17,01:48,10h 0min,non-stop,No info,9880
14583,Star Air,2020-01-04,Varanasi,Hyderabad,VAR-AHM-MUM-CHE-HYD,04:17,14:29,11h 45min,3 stops,WiFi available,8404
14584,SpiceJet,2020-03-26,Patna,Indore,PAT-RAI-AHM-IND,13:34,21:17,12h 0min,2 stops,Limited seats,6424
14585,TruJet,2021-06-28,Raipur,Kolkata,RAI-LUC-PAT-KOL,18:02,12:18,7h 0min,2 stops,Extra baggage allowed,12363
14586,Vistara,2020-08-20,Raipur,Lucknow,RAI-BHU-SUR-MUM-LUC,03:40,20:30,6h 15min,3 stops,No info,16107
14587,IndiGo,2019-10-11,Nagpur,Jaipur,NAG-CHE-GOA-JAI,23:44,08:08,14h 45min,2 stops,WiFi available,8694
14588,IndiGo,2025-05-16,Surat,Goa,SUR-GOA,01:10,05:30,13h 15min,non-stop,No info,6598
14589,AirAsia India,2024-06-03,Delhi,Patna,DEL-JAI-PAT,07:06,18:06,14h 0min,1 stop,WiFi available,12077
14590,IndiGo,2019-11-28,Kolkata,Pune,KOL-NAG-COC-PUN,06:22,07:42,1h 0min,2 stops,Extra baggage allowed,7419
14591,GoAir,2023-02-02,Lucknow,Cochin,LUC-COC,17:55,02:03,12h 15min,non-stop,1 Long layover,3718
14592,SpiceJet,2022-06-18,Surat,Nagpur,SUR-BAN-IND-NAG,18:18,01:56,15h 30min,2 stops,New aircraft,5901
14593,Star Air,2024-05-10,Chennai,Guwahati,CHE-GUW,10:59,18:00,12h 15min,non-stop,Red-eye flight,2844
14594,Star Air,2022-10-26,Bhubaneswar,Kolkata,BHU-MUM-IND-DEL-KOL,22:40,04:26,3h 0min,3 stops,In-flight meal not included,13740
14595,Vistara,2020-03-23,Patna,Mumbai,PAT-NAG-AHM-GUW-MUM,17:35,06:06,12h 45min,3 stops,New aircraft,14917
14596,SpiceJet,2025-06-09,Surat,Mumbai,SUR-JAI-MUM,05:56,18:15,2h 45min,1 stop,Business class available,8387
14597,AirAsia India,2024-10-11,Ahmedabad,Surat,AHM-VAR-SUR,21:31,02:07,7h 45min,1 stop,WiFi available,9478
14598,Akasa Air,2024-11-05,Cochin,Chennai,COC-LUC-HYD-PUN-CHE,05:56,13:47,12h 0min,3 stops,Red-eye flight,6277
14599,Star Air,2024-02-20,Jaipur,Chennai,JAI-CHE,03:47,01:55,13h 30min,non-stop,No info,2726
14600,GoAir,2025-12-01,Raipur,Varanasi,RAI-VAR,12:17,21:18,8h 0min,non-stop,Business class available,11644
14601,Alliance Air,2022-04-04,Indore,Mumbai,IND-GOA-COC-MUM,10:48,03:41,13h 0min,2 stops,Business class available,14467
14602,Vistara,2024-09-13,Nagpur,Jaipur,NAG-JAI,00:05,01:38,14h 15min,non-stop,In-flight meal not included,4186
14603,Alliance Air,2021-08-09,Pune,Guwahati,PUN-GUW,08:59,00:23,12h 0min,non-stop,Business class available,4659
14604,IndiGo,2022-01-25,Pune,Bangalore,PUN-JAI-HYD-LUC-BAN,17:31,23:03,14h 45min,3 stops,Extra baggage allowed,14556
14605,Air India,2023-04-25,Surat,Jaipur,SUR-COC-NAG-HYD-JAI,02:56,06:42,14h 30min,3 stops,Extra baggage allowed,11235
14606,AirAsia India,2024-09-06,Nagpur,Cochin,NAG-BAN-COC,13:27,22:56,9h 30min,1 stop,WiFi available,8506
14607,AirAsia India,2022-04-16,Hyderabad,Goa,HYD-BHU-GOA,11:40,15:21,5h 15min,1 stop,Red-eye flight,6616
14608,GoAir,2025-05-11,Patna,Indore,PAT-DEL-MUM-IND,23:19,19:24,8h 30min,2 stops,Business class available,6416
14609,Air India,2020-10-23,Bhubaneswar,Lucknow,BHU-DEL-LUC,02:11,08:01,3h 0min,1 stop,1 Long layover,11303
14610,IndiGo,2025-11-09,Patna,Nagpur,PAT-NAG,21:44,10:14,12h 30min,non-stop,No info,9367
14611,Alliance Air,2025-08-25,Patna,Delhi,PAT-KOL-IND-NAG-DEL,02:56,01:02,7h 0min,3 stops,New aircraft,14095
14612,Vistara,2023-08-24,Lucknow,Goa,LUC-BAN-GOA,18:38,06:11,6h 30min,1 stop,No info,8541
14613,IndiGo,2020-02-16,Jaipur,Surat,JAI-COC-NAG-SUR,22:56,01:56,2h 15min,2 stops,In-flight meal not included,5462
14614,Alliance Air,2022-05-25,Pune,Raipur,PUN-COC-GUW-BAN-RAI,12:40,11:43,11h 30min,3 stops,New aircraft,14943
14615,GoAir,2023-02-14,Pune,Jaipur,PUN-VAR-BAN-SUR-JAI,00:48,21:08,5h 45min,3 stops,No info,9632
14616,Air India,2021-03-26,Jaipur,Bhubaneswar,JAI-CHE-VAR-BHU,02:46,02:00,2h 15min,2 stops,1 Long layover,13707
14617,SpiceJet,2021-09-20,Jaipur,Bangalore,JAI-PAT-BHU-KOL-BAN,09:28,17:42,9h 30min,3 stops,Extra baggage allowed,16233
14618,TruJet,2020-03-17,Patna,Pune,PAT-PUN,07:03,15:49,11h 45min,non-stop,Red-eye flight,8267
14619,Star Air,2019-09-25,Indore,Lucknow,IND-BAN-MUM-LUC,22:39,13:17,5h 45min,2 stops,Business class available,6174
14620,IndiGo,2019-03-05,Surat,Nagpur,SUR-PUN-NAG,23:31,14:01,8h 45min,1 stop,1 Long layover,4832
14621,Air India,2019-07-05,Varanasi,Lucknow,VAR-LUC,21:08,09:28,3h 30min,non-stop,WiFi available,10982
14622,IndiGo,2021-07-22,Surat,Indore,SUR-GOA-CHE-PUN-IND,09:52,08:16,1h 45min,3 stops,1 Long layover,9865
14623,Star Air,2020-09-19,Surat,Kolkata,SUR-PUN-RAI-IND-KOL,12:48,10:01,15h 45min,3 stops,No info,14218
14624,Star Air,2020-08-13,Jaipur,Patna,JAI-PAT,15:44,11:31,13h 0min,non-stop,Extra baggage allowed,8436
14625,Star Air,2021-06-19,Delhi,Varanasi,DEL-AHM-RAI-GUW-VAR,15:38,03:56,11h 15min,3 stops,In-flight meal not included,12147
14626,IndiGo,2021-01-22,Mumbai,Hyderabad,MUM-AHM-KOL-GOA-HYD,07:23,17:57,7h 30min,3 stops,WiFi available,7819
14627,Akasa Air,2019-04-09,Bhubaneswar,Varanasi,BHU-VAR,08:52,19:38,15h 45min,non-stop,1 Long layover,5009
14628,TruJet,2019-12-26,Goa,Lucknow,GOA-KOL-LUC,03:53,04:38,15h 15min,1 stop,No info,12203
14629,Alliance Air,2021-10-24,Mumbai,Jaipur,MUM-DEL-PUN-JAI,11:34,04:32,12h 0min,2 stops,Business class available,6566
14630,Akasa Air,2022-06-28,Kolkata,Raipur,KOL-HYD-LUC-COC-RAI,23:03,08:16,14h 45min,3 stops,WiFi available,14627
14631,Alliance Air,2025-09-04,Surat,Raipur,SUR-RAI,18:47,12:00,12h 30min,non-stop,New aircraft,10387
14632,Akasa Air,2023-06-17,Lucknow,Kolkata,LUC-SUR-AHM-GOA-KOL,16:27,12:24,6h 0min,3 stops,1 Long layover,14199
14633,Akasa Air,2022-06-17,Ahmedabad,Kolkata,AHM-NAG-KOL,17:29,11:32,5h 30min,1 stop,Extra baggage allowed,9510
14634,Akasa Air,2023-02-16,Cochin,Bangalore,COC-AHM-LUC-MUM-BAN,04:23,10:03,11h 15min,3 stops,1 Long layover,13744
14635,AirAsia India,2022-09-16,Varanasi,Chennai,VAR-AHM-LUC-CHE,12:59,12:10,5h 0min,2 stops,1 Long layover,5965
14636,TruJet,2019-12-27,Lucknow,Varanasi,LUC-AHM-VAR,02:44,12:45,10h 15min,1 stop,No info,8933
14637,TruJet,2021-11-14,Ahmedabad,Hyderabad,AHM-HYD,01:55,07:12,5h 30min,non-stop,WiFi available,7110
